-1068.65	-1215.53	1800.63	26150
-1068.65	-1215.53	1799.81	26043.5
-1068.65	-1215.53	1798.99	26407.4
-1068.65	-1215.53	1798.17	25976.8
-1068.65	-1215.53	1797.35	26021.1
-1068.65	-1215.53	1796.53	26095.8
-1068.65	-1215.53	1795.7	26416.9
-1068.65	-1215.53	1794.88	26275.6
-1068.65	-1215.53	1794.06	26109.9
-1068.65	-1215.53	1793.24	26257.6
-1068.65	-1215.53	1792.42	25787.9
-1068.65	-1215.53	1791.59	26102.8
-1068.65	-1215.53	1790.77	26101.4
-1068.65	-1215.53	1789.95	26595.3
-1068.65	-1215.53	1789.12	26280.9
-1068.65	-1215.53	1788.3	26404
-1068.65	-1215.53	1787.48	26138.4
-1068.65	-1215.53	1786.66	26334.4
-1068.65	-1215.53	1785.83	26493.8
-1068.65	-1215.53	1785.01	26686.7
-1068.65	-1215.53	1784.18	26752
-1068.65	-1215.53	1783.36	26680.7
-1068.65	-1215.53	1782.54	26348.5
-1068.65	-1215.53	1781.71	26334.9
-1068.65	-1215.53	1780.89	26406.3
-1068.65	-1215.53	1780.06	26847.6
-1068.65	-1215.53	1779.24	26457.9
-1068.65	-1215.53	1778.42	26486.8
-1068.65	-1215.53	1777.59	26649
-1068.65	-1215.53	1776.77	26553.6
-1068.65	-1215.53	1775.94	26627.9
-1068.65	-1215.53	1775.12	26811.2
-1068.65	-1215.53	1774.29	26897.5
-1068.65	-1215.53	1773.46	26747.6
-1068.65	-1215.53	1772.64	26815.7
-1068.65	-1215.53	1771.81	26696.1
-1068.65	-1215.53	1770.99	26727.9
-1068.65	-1215.53	1770.16	27032.1
-1068.65	-1215.53	1769.33	26979.1
-1068.65	-1215.53	1768.51	27016.8
-1068.65	-1215.53	1767.68	27160.5
-1068.65	-1215.53	1766.86	26448.2
-1068.65	-1215.53	1766.03	26749.1
-1068.65	-1215.53	1765.2	26932
-1068.65	-1215.53	1764.37	26860.9
-1068.65	-1215.53	1763.55	26895.7
-1068.65	-1215.53	1762.72	27253.7
-1068.65	-1215.53	1761.89	26723.4
-1068.65	-1215.53	1761.07	27084.4
-1068.65	-1215.53	1760.24	26886.5
-1068.65	-1215.53	1759.41	27343.9
-1068.65	-1215.53	1758.58	27728.8
-1068.65	-1215.53	1757.75	27271.2
-1068.65	-1215.53	1756.92	27215.3
-1068.65	-1215.53	1756.1	27159.4
-1068.65	-1215.53	1755.27	27649.6
-1068.65	-1215.53	1754.44	27738.4
-1068.65	-1215.53	1753.61	27477.3
-1068.65	-1215.53	1752.78	27542
-1068.65	-1215.53	1751.95	27832.8
-1068.65	-1215.53	1751.12	27653.2
-1068.65	-1215.53	1750.29	27989.1
-1068.65	-1215.53	1749.46	28008.5
-1068.65	-1215.53	1748.63	27871.1
-1068.65	-1215.53	1747.8	27890.5
-1068.65	-1215.53	1746.97	27717.1
-1068.65	-1215.53	1746.14	28447.2
-1068.65	-1215.53	1745.31	28589.9
-1068.65	-1215.53	1744.48	28518.8
-1068.65	-1215.53	1743.65	28429.7
-1068.65	-1215.53	1742.82	28361.7
-1068.65	-1215.53	1741.99	28498.3
-1068.65	-1215.53	1741.16	28499.4
-1068.65	-1215.53	1740.33	28891.6
-1068.65	-1215.53	1739.5	28928.8
-1068.65	-1215.53	1738.67	28866.8
-1068.65	-1215.53	1737.84	28925
-1068.65	-1215.53	1737	28932.1
-1068.65	-1215.53	1736.17	29167.6
-1068.65	-1215.53	1735.34	29243.8
-1068.65	-1215.53	1734.51	29325.9
-1068.65	-1215.53	1733.68	29489.2
-1068.65	-1215.53	1732.84	28832.4
-1068.65	-1215.53	1732.01	29256.9
-1068.65	-1215.53	1731.18	29209.9
-1068.65	-1215.53	1730.34	29556.1
-1068.65	-1215.53	1729.51	29179
-1068.65	-1215.53	1728.68	29582.1
-1068.65	-1215.53	1727.85	29682.1
-1068.65	-1215.53	1727.01	29326
-1068.65	-1215.53	1726.18	29884.9
-1068.65	-1215.53	1725.34	29843.8
