-14.9	-33.75	1800.63	23851.1
-14.9	-33.75	1799.81	23991.2
-14.9	-33.75	1798.99	23837.9
-14.9	-33.75	1798.17	24101.8
-14.9	-33.75	1797.35	23817.7
-14.9	-33.75	1796.53	24041.9
-14.9	-33.75	1795.7	24019.5
-14.9	-33.75	1794.88	23912.1
-14.9	-33.75	1794.06	23859.3
-14.9	-33.75	1793.24	23870.5
-14.9	-33.75	1792.42	23735.7
-14.9	-33.75	1791.59	23965.8
-14.9	-33.75	1790.77	23989.1
-14.9	-33.75	1789.95	24234.2
-14.9	-33.75	1789.12	24211.9
-14.9	-33.75	1788.3	24159.1
-14.9	-33.75	1787.48	24073
-14.9	-33.75	1786.66	23826
-14.9	-33.75	1785.83	23822
-14.9	-33.75	1785.01	24230.8
-14.9	-33.75	1784.18	24278.3
-14.9	-33.75	1783.36	24171
-14.9	-33.75	1782.54	24288.3
-14.9	-33.75	1781.71	23665.3
-14.9	-33.75	1780.89	24249.7
-14.9	-33.75	1780.06	23984.8
-14.9	-33.75	1779.24	24429.5
-14.9	-33.75	1778.42	24052.5
-14.9	-33.75	1777.59	24342.4
-14.9	-33.75	1776.77	24477.7
-14.9	-33.75	1775.94	24179.6
-14.9	-33.75	1775.12	23924.1
-14.9	-33.75	1774.29	24513.7
-14.9	-33.75	1773.46	24258.2
-14.9	-33.75	1772.64	24463
-14.9	-33.75	1771.81	24425.5
-14.9	-33.75	1770.99	24515.2
-14.9	-33.75	1770.16	24293.1
-14.9	-33.75	1769.33	24349.5
-14.9	-33.75	1768.51	24666.1
-14.9	-33.75	1767.68	24477.4
-14.9	-33.75	1766.86	24137.5
-14.9	-33.75	1766.03	24605.2
-14.9	-33.75	1765.2	24404.5
-14.9	-33.75	1764.37	24639.1
-14.9	-33.75	1763.55	24529.2
-14.9	-33.75	1762.72	24651.9
-14.9	-33.75	1761.89	24584.3
-14.9	-33.75	1761.07	24685.8
-14.9	-33.75	1760.24	24923.3
-14.9	-33.75	1759.41	25054.9
-14.9	-33.75	1758.58	25304.3
-14.9	-33.75	1757.75	24916.6
-14.9	-33.75	1756.92	24592.5
-14.9	-33.75	1756.1	24817.6
-14.9	-33.75	1755.27	25057.8
-14.9	-33.75	1754.44	24969.1
-14.9	-33.75	1753.61	25109.6
-14.9	-33.75	1752.78	25096.3
-14.9	-33.75	1751.95	25496.1
-14.9	-33.75	1751.12	25419.4
-14.9	-33.75	1750.29	25553.7
-14.9	-33.75	1749.46	25615.7
-14.9	-33.75	1748.63	25331.1
-14.9	-33.75	1747.8	25664.2
-14.9	-33.75	1746.97	25677.9
-14.9	-33.75	1746.14	26034.9
-14.9	-33.75	1745.31	25645.1
-14.9	-33.75	1744.48	26257.9
-14.9	-33.75	1743.65	26133
-14.9	-33.75	1742.82	26023.3
-14.9	-33.75	1741.99	26169.3
-14.9	-33.75	1741.16	26213
-14.9	-33.75	1740.33	26503.3
-14.9	-33.75	1739.5	26408.6
-14.9	-33.75	1738.67	26554.4
-14.9	-33.75	1737.84	26604
-14.9	-33.75	1737	26485.3
-14.9	-33.75	1736.17	26351.5
-14.9	-33.75	1735.34	26758.7
-14.9	-33.75	1734.51	26820.3
-14.9	-33.75	1733.68	26731.6
-14.9	-33.75	1732.84	26627.9
-14.9	-33.75	1732.01	26611.4
-14.9	-33.75	1731.18	26826
-14.9	-33.75	1730.34	26857.5
-14.9	-33.75	1729.51	26762.9
-14.9	-33.75	1728.68	26944.4
-14.9	-33.75	1727.85	26849.8
-14.9	-33.75	1727.01	26797.2
-14.9	-33.75	1726.18	27158.6
-14.9	-33.75	1725.34	27016
-14.9	-33.75	1724.51	27455.1
-14.9	-33.75	1723.68	27498.4
-14.9	-33.75	1722.84	27649.6
-14.9	-33.75	1722.01	27468.1
-14.9	-33.75	1721.17	27526.3
-14.9	-33.75	1720.34	27767.3
-14.9	-33.75	1719.51	28023.1
-14.9	-33.75	1718.67	28225
-14.9	-33.75	1717.84	28010.6
-14.9	-33.75	1717	28589.6
-14.9	-33.75	1716.17	28722.4
-14.9	-33.75	1715.33	28786.4
-14.9	-33.75	1714.49	28667.7
-14.9	-33.75	1713.66	29081.7
-14.9	-33.75	1712.82	28741.7
-14.9	-33.75	1711.99	28946.2
-14.9	-33.75	1711.15	29479.5
-14.9	-33.75	1710.31	30129.2
-14.9	-33.75	1709.48	30228.6
-14.9	-33.75	1708.64	30080
-14.9	-33.75	1707.8	30762.2
-14.9	-33.75	1706.97	30601.6
-14.9	-33.75	1706.13	31504.4
-14.9	-33.75	1705.29	31576.7
-14.9	-33.75	1704.46	32070
-14.9	-33.75	1703.62	32351.1
-14.9	-33.75	1702.78	32772.4
-14.9	-33.75	1701.94	32925
-14.9	-33.75	1701.11	33647.5
-14.9	-33.75	1700.27	34050.5
-14.9	-33.75	1699.43	34906.8
-14.9	-33.75	1698.59	35178.2
-14.9	-33.75	1697.75	35547.9
-14.9	-33.75	1696.92	36281.3
-14.9	-33.75	1696.08	36948.8
-14.9	-33.75	1695.24	37794.9
-14.9	-33.75	1694.4	38175.8
-14.9	-33.75	1693.56	38595.3
-14.9	-33.75	1692.72	39136.9
-14.9	-33.75	1691.88	39943.3
-14.9	-33.75	1691.04	40168.7
-14.9	-33.75	1690.2	41498.7
-14.9	-33.75	1689.36	41619.7
-14.9	-33.75	1688.52	41591.7
-14.9	-33.75	1687.68	42108.4
-14.9	-33.75	1686.84	42984.9
-14.9	-33.75	1686	43837.2
-14.9	-33.75	1685.16	44600.1
-14.9	-33.75	1684.32	44937.5
-14.9	-33.75	1683.48	45366.9
-14.9	-33.75	1682.64	45715.8
-14.9	-33.75	1681.8	46581.9
-14.9	-33.75	1680.96	47441.7
-14.9	-33.75	1680.11	47781.2
-14.9	-33.75	1679.27	48203.8
-14.9	-33.75	1678.43	48563.9
-14.9	-33.75	1677.59	48906
-14.9	-33.75	1676.75	49868.6
-14.9	-33.75	1675.91	50857.6
-14.9	-33.75	1675.06	51662.2
-14.9	-33.75	1674.22	51748.3
-14.9	-33.75	1673.38	51680.2
-14.9	-33.75	1672.54	53083.5
-14.9	-33.75	1671.69	53979.1
-14.9	-33.75	1670.85	54610.5
-14.9	-33.75	1670.01	55410.6
-14.9	-33.75	1669.16	55401.2
-14.9	-33.75	1668.32	56278
-14.9	-33.75	1667.48	57062.6
-14.9	-33.75	1666.63	57085.4
-14.9	-33.75	1665.79	58163
-14.9	-33.75	1664.95	58327.8
-14.9	-33.75	1664.1	58830.2
-14.9	-33.75	1663.26	59030.4
-14.9	-33.75	1662.41	59639
-14.9	-33.75	1661.57	60549.4
-14.9	-33.75	1660.72	61240.5
-14.9	-33.75	1659.88	61614.7
-14.9	-33.75	1659.03	61278.7
-14.9	-33.75	1658.19	61679.4
-14.9	-33.75	1657.34	62266.3
-14.9	-33.75	1656.5	62598.6
-14.9	-33.75	1655.65	62224.3
-14.9	-33.75	1654.81	61341.6
-14.9	-33.75	1653.96	61062.1
-14.9	-33.75	1653.11	59846
-14.9	-33.75	1652.27	59829.8
-14.9	-33.75	1651.42	59095.9
-14.9	-33.75	1650.58	58252.8
-14.9	-33.75	1649.73	56804.7
-14.9	-33.75	1648.88	55032.3
-14.9	-33.75	1648.04	54568.3
-14.9	-33.75	1647.19	53407.9
-14.9	-33.75	1646.34	52829.2
-14.9	-33.75	1645.49	51834.6
-14.9	-33.75	1644.65	50634
-14.9	-33.75	1643.8	49153.5
-14.9	-33.75	1642.95	48567.1
-14.9	-33.75	1642.1	47989.7
-14.9	-33.75	1641.26	47415.4
-14.9	-33.75	1640.41	46443.5
-14.9	-33.75	1639.56	45592.7
